,0,task
474,I felt it was a great purchase for this price.,18
475,Efficiency: This just means how loud they go.,19
476,I'm a teacher at a small alternative high school with students who have major behavioral issues.,19
477,"The noise cancellation was much better than I thought it would be, so definite props for that on low price headphones.",19
478,"The handiness of bluetooth combine with how small and lightweight the item is to create the perfect ""jogger's headphones"".",19
479,I haven't tested with any music loaded on my device but will certainly report back if I see any issues there.,19
480,"These headphones are built by amazingly, talented, under-aged Chinese slave children.",19
481,Could be me but I don't find myself to be technologically illiterate and I completed normal troubleshooting procedure.,19
482,The sound is good and acceptable.,19
483,They don't hug my head too tightly (where I might get a headache).,19
484,These headphones... Wow.,19
485,The distance says up to 30ft.,19
486,They must have used a tiny model in the photo.,19
487,"The sound quality is some of the best I have experienced with headphones under $20, you can get a fair bit of bass and easily enough volume to block out the noise around you without blowing out your ears.",19
488,It is annoying enough that I have gone back to a wired set of headphones.,19
489,When i would out on my Treadclimber the sound is great and really gets me going.,19
490,"Call quality is solid, and being able to walk around the office while on a call is wonderful.",19
491,This is my first pair of bluetooth headphones and I bought 'em because of price and the good ratings.,19
492,"I did that, but the sound quality was still bad.",19
493,I've worn them for over an hour at at stretch and they don't hurt my ears.,19
494,But I can't figure out how to adjust skype on Ubuntu with it.,19
495,I have bought Bluetooth headphones before and they were always poor sounding when bass kicked in.,19
496,"Can go anywhere in my 2 story house, including the basement with good signal from the tablet.",19
497,Very disappointed!!,19
498,"There is some getting used to the controls- volume, pause, bluetooth, etc.",19
499,"Sound is good, far from perfect but what were you expecting for this price?",19
500,"I plan on using this primarily while doing yard work and mowing, so its more liable to get dirty.",20
501,These are some kind of thin synthetic leather-like material with foam inside.,20
502,I purchased this for my wife for Christmas.,20
503,I was so pleased that I purchased three (two black and one white).,20
504,"Things with lots of bass (movies, dance music) have good punch.",20
505,We are happy about the purchase.,20
506,I gave these 5-stars because they exceeded my expectations at any price.,20
507,"They're small and would be a great size for a child, the sound quality is ok, it sounds a bit low and the bass isn't much, it doesn't sound like the 20$ sony headphones, this pair would be a step down from that.",20
508,I would say they look better and they seemed a bit smaller around the head but overall I prefer the SoundBot's in this price range.,20
509,No deep bass like Bose but good dynamic sound & switching to phone calls is seamless.,20
510,I stongly recommend in investing in these headphones.,20
511,The sound is decent and they are pretty sturdy.,20
512,They stay on your head very well when you go running.,20
513,These headphones are bulky and weigh almost twice as much as the S305's.,20
514,"They pair easily, rarely skip even for a second and have a very decent range (25-30 feet).",20
515,"You'll be fine listening to rap and hip-hop, but stuff like dubstep, with alot of bass, would sound bad.",20
516,Super comfy because I don't have to shove a plug into my ear.,20
517,We bought these for our son and they broke within 90 days.,20
518,Had a white pair that's lasted me 4+ years and bought this pair for my boyfriend because his previous pair from Zagg had a cord that broke after one year.,20
519,I am so glad I made this purchase!,20
520,I let people listen and now 3 other people have bought them.,20
521,The second pair came in the mail worked great for a week.,20
522,I bought this pair to replace my Sony MDR-V150 headphones which have deteriorating ear pads.,20
523,Not perfect but what do you want for 30 bucks.,20
524,The sound wouldn't come out after that mishap.,20
525,I love listening to music and these headphones are comfortable...The sound quality is very good.,21
